mot_chieu/00202_10.jpg 1 1698 353 26 32 
mot_chieu/00202_11.jpg 1 1708 357 24 20 
mot_chieu/00202_12.jpg 1 1724 361 36 24 
mot_chieu/00202_13.jpg 1 1694 353 26 26 
mot_chieu/00202_14.jpg 1 1676 363 27 26 
mot_chieu/00202_15.jpg 1 1694 378 28 27 
mot_chieu/00202_16.jpg 1 1718 400 28 39 
mot_chieu/00202_17.jpg 1 1742 422 26 32 
mot_chieu/00202_18.jpg 1 1761 438 25 18 
mot_chieu/00202_25.jpg 1 1688 565 34 33 
mot_chieu/00202_26.jpg 1 1649 577 31 33 
mot_chieu/00202_27.jpg 1 1593 588 34 30 
mot_chieu/00202_28.jpg 1 1607 594 32 34 
mot_chieu/00202_29.jpg 1 1641 608 33 36 
mot_chieu/00202_30.jpg 1 1653 616 39 34 
mot_chieu/00202_31.jpg 1 1653 610 37 34 
mot_chieu/00202_32.jpg 1 1611 620 36 30 
mot_chieu/00202_33.jpg 1 1615 622 38 42 
mot_chieu/00202_34.jpg 1 1627 636 37 34 
mot_chieu/00202_35.jpg 1 1635 640 31 36 
mot_chieu/00202_36.jpg 1 1589 632 40 40 
mot_chieu/00202_37.jpg 1 1540 636 35 36 
mot_chieu/00202_38.jpg 1 1522 628 37 34 
mot_chieu/00202_39.jpg 1 1522 620 35 34 
mot_chieu/00202_40.jpg 1 1502 618 42 38 
mot_chieu/00202_41.jpg 1 1480 614 36 40 
mot_chieu/00202_42.jpg 1 1448 612 44 40 
mot_chieu/00202_43.jpg 1 1391 602 48 42 
mot_chieu/00202_44.jpg 1 1359 594 42 38 
mot_chieu/00202_45.jpg 1 1359 594 46 40 
mot_chieu/00202_46.jpg 1 1357 583 40 37 
mot_chieu/00202_47.jpg 1 1367 567 38 43 
mot_chieu/00202_48.jpg 1 1367 563 38 45 
mot_chieu/00202_49.jpg 1 1387 567 42 47 
mot_chieu/00202_5.jpg 1 1690 293 28 27 
mot_chieu/00202_50.jpg 1 1417 565 43 43 
mot_chieu/00202_51.jpg 1 1425 563 49 43 
mot_chieu/00202_52.jpg 1 1431 565 49 47 
mot_chieu/00202_53.jpg 1 1435 569 47 45 
mot_chieu/00202_54.jpg 1 1442 575 54 51 
mot_chieu/00202_55.jpg 1 1458 575 50 49 
mot_chieu/00202_56.jpg 1 1462 581 56 53 
mot_chieu/00202_57.jpg 1 1450 588 56 60 
mot_chieu/00202_58.jpg 1 1448 596 56 60 
mot_chieu/00202_59.jpg 1 1452 600 62 62 
mot_chieu/00202_6.jpg 1 1710 297 30 22 
mot_chieu/00202_60.jpg 1 1456 598 68 66 
mot_chieu/00202_61.jpg 1 1452 579 64 67 
mot_chieu/00202_62.jpg 1 1439 575 63 61 
mot_chieu/00202_63.jpg 1 1448 565 68 69 
mot_chieu/00202_64.jpg 1 1494 565 65 73 
mot_chieu/00202_65.jpg 1 1520 569 75 79 
mot_chieu/00202_66.jpg 1 1540 571 85 79 
mot_chieu/00202_67.jpg 1 1561 563 90 89 
mot_chieu/00202_68.jpg 1 1599 563 95 95 
mot_chieu/00202_69.jpg 1 1635 557 101 99 
mot_chieu/00202_7.jpg 1 1712 313 24 22 
mot_chieu/00202_70.jpg 1 1651 553 105 99 
mot_chieu/00202_71.jpg 1 1636 546 115 112 
mot_chieu/00202_72.jpg 1 1661 537 126 123 
mot_chieu/00202_73.jpg 1 1699 532 132 126 
mot_chieu/00202_74.jpg 1 1710 517 136 146 
mot_chieu/00202_75.jpg 1 1690 519 156 150 
mot_chieu/00202_76.jpg 1 1734 488 157 174 
mot_chieu/00202_77.jpg 1 1813 477 97 188 
mot_chieu/00202_8.jpg 1 1718 321 24 24 
mot_chieu/00202_9.jpg 1 1700 341 20 26 
mot_chieu/MVI_1049_1.jpg 1 158 137 43 48 
mot_chieu/MVI_1049_10.jpg 1 154 124 43 51 
mot_chieu/MVI_1049_11.jpg 1 153 117 36 50 
mot_chieu/MVI_1049_12.jpg 1 145 119 47 56 
mot_chieu/MVI_1049_13.jpg 1 136 128 48 54 
mot_chieu/MVI_1049_14.jpg 1 132 134 50 63 
mot_chieu/MVI_1049_15.jpg 1 126 138 52 60 
mot_chieu/MVI_1049_16.jpg 1 116 140 52 70 
mot_chieu/MVI_1049_17.jpg 1 97 141 61 76 
mot_chieu/MVI_1049_18.jpg 1 71 150 66 78 
mot_chieu/MVI_1049_19.jpg 1 41 155 79 90 
mot_chieu/MVI_1049_2.jpg 1 158 148 39 46 
mot_chieu/MVI_1049_20.jpg 1 8 160 94 104 
mot_chieu/MVI_1049_21.jpg 1 0 157 65 129 
mot_chieu/MVI_1049_3.jpg 1 150 162 42 49 
mot_chieu/MVI_1049_4.jpg 1 153 162 37 49 
mot_chieu/MVI_1049_5.jpg 1 154 160 38 45 
mot_chieu/MVI_1049_6.jpg 1 154 151 38 50 
mot_chieu/MVI_1049_7.jpg 1 152 145 39 51 
mot_chieu/MVI_1049_8.jpg 1 153 142 44 50 
mot_chieu/MVI_1049_9.jpg 1 154 135 43 51 
mot_chieu/MVI_1062_10.jpg 1 361 98 10 12 
mot_chieu/MVI_1062_11.jpg 1 364 97 11 13 
mot_chieu/MVI_1062_12.jpg 1 362 95 10 10 
mot_chieu/MVI_1062_13.jpg 1 365 94 9 12 
mot_chieu/MVI_1062_14.jpg 1 365 94 10 13 
mot_chieu/MVI_1062_15.jpg 1 356 99 10 12 
mot_chieu/MVI_1062_16.jpg 1 345 105 13 13 
mot_chieu/MVI_1062_17.jpg 1 344 107 11 13 
mot_chieu/MVI_1062_18.jpg 1 344 109 13 12 
mot_chieu/MVI_1062_19.jpg 1 346 107 12 14 
mot_chieu/MVI_1062_2.jpg 1 332 114 10 13 
mot_chieu/MVI_1062_20.jpg 1 344 105 14 16 
mot_chieu/MVI_1062_21.jpg 1 342 105 10 15 
mot_chieu/MVI_1062_22.jpg 1 339 105 12 16 
mot_chieu/MVI_1062_23.jpg 1 332 106 12 15 
mot_chieu/MVI_1062_24.jpg 1 317 107 11 17 
mot_chieu/MVI_1062_25.jpg 1 305 108 12 16 
mot_chieu/MVI_1062_26.jpg 1 299 107 12 17 
mot_chieu/MVI_1062_27.jpg 1 288 97 12 19 
mot_chieu/MVI_1062_28.jpg 1 277 85 14 19 
mot_chieu/MVI_1062_29.jpg 1 263 74 15 21 
mot_chieu/MVI_1062_3.jpg 1 336 113 11 12 
mot_chieu/MVI_1062_30.jpg 1 253 67 14 21 
mot_chieu/MVI_1062_31.jpg 1 244 66 13 21 
mot_chieu/MVI_1062_32.jpg 1 232 71 16 22 
mot_chieu/MVI_1062_33.jpg 1 216 82 19 21 
mot_chieu/MVI_1062_34.jpg 1 205 81 18 24 
mot_chieu/MVI_1062_35.jpg 1 197 77 20 24 
mot_chieu/MVI_1062_36.jpg 1 186 76 19 25 
mot_chieu/MVI_1062_37.jpg 1 169 81 20 25 
mot_chieu/MVI_1062_38.jpg 1 155 77 23 29 
mot_chieu/MVI_1062_39.jpg 1 140 88 24 30 
mot_chieu/MVI_1062_4.jpg 1 342 107 8 12 
mot_chieu/MVI_1062_40.jpg 1 122 93 28 32 
mot_chieu/MVI_1062_41.jpg 1 106 109 29 35 
mot_chieu/MVI_1062_42.jpg 1 93 122 30 38 
mot_chieu/MVI_1062_43.jpg 1 82 124 31 41 
mot_chieu/MVI_1062_44.jpg 1 67 118 35 41 
mot_chieu/MVI_1062_45.jpg 1 40 118 38 45 
mot_chieu/MVI_1062_46.jpg 1 12 113 43 49 
mot_chieu/MVI_1062_47.jpg 1 0 109 28 54 
mot_chieu/MVI_1062_5.jpg 1 344 98 10 11 
mot_chieu/MVI_1062_6.jpg 1 343 95 10 12 
mot_chieu/MVI_1062_7.jpg 1 344 98 8 12 
mot_chieu/MVI_1062_8.jpg 1 346 97 9 13 
mot_chieu/MVI_1062_9.jpg 1 353 98 10 13 
mot_chieu/MVI_1063_54.jpg 1 422 89 7 11 
mot_chieu/MVI_1063_55.jpg 1 414 91 12 14 
mot_chieu/MVI_1063_56.jpg 1 414 94 8 12 
mot_chieu/MVI_1063_57.jpg 1 408 87 10 10 
mot_chieu/MVI_1063_58.jpg 1 402 83 12 14 
mot_chieu/MVI_1063_59.jpg 1 392 79 9 12 
mot_chieu/MVI_1063_60.jpg 1 387 82 11 14 
mot_chieu/MVI_1063_61.jpg 1 384 81 10 12 
mot_chieu/MVI_1063_62.jpg 1 379 80 10 14 
mot_chieu/MVI_1063_63.jpg 1 376 81 10 13 
mot_chieu/MVI_1063_64.jpg 1 368 82 12 15 
mot_chieu/MVI_1063_65.jpg 1 360 82 9 15 
mot_chieu/MVI_1063_66.jpg 1 342 84 14 13 
mot_chieu/MVI_1063_67.jpg 1 329 92 13 14 
mot_chieu/MVI_1063_68.jpg 1 315 91 13 19 
mot_chieu/MVI_1063_69.jpg 1 303 88 15 19 
mot_chieu/MVI_1063_70.jpg 1 291 96 15 17 
